boundaryID,boundaryISO,boundaryYear,boundaryType,boundarySource-1,boundarySource-2,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,boundaryUpdate,downloadURL
CIV-ADM1-3_0_0-G130,CIV,2016.0,ADM1,Comit̩ National de T̩l̩d̩tection et d'Information G̩ographique (CNTIG),United Nations Office for the Coordination of Humanitarian Affairs Cote d'Ivoire,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,https://data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CIV/ADM1/geoBoundaries-3_0_0-CIV-ADM1-all.zip
CIV-ADM2-3_0_0-G131,CIV,2016.0,ADM2,Comit̩ National de T̩l̩d̩tection et d'Information G̩ographique (CNTIG),United Nations Office for the Coordination of Humanitarian Affairs Cote d'Ivoire,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,https://data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CIV/ADM2/geoBoundaries-3_0_0-CIV-ADM2-all.zip
CIV-ADM3-3_0_0-G132,CIV,2016.0,ADM3,Comit̩ National de T̩l̩d̩tection et d'Information G̩ographique (CNTIG),United Nations Office for the Coordination of Humanitarian Affairs Cote d'Ivoire,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,https://data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CIV/ADM3/geoBoundaries-3_0_0-CIV-ADM3-all.zip
HRV-ADM0-3_0_0-G133,HRV,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HRV/ADM0/geoBoundaries-3_0_0-HRV-ADM0-all.zip
HRV-ADM1-3_0_0-G134,HRV,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HRV/ADM1/geoBoundaries-3_0_0-HRV-ADM1-all.zip
HRV-ADM2-3_0_0-G135,HRV,2018.0,ADM2,Eurostat,,Open Government License v1.0,Non-Commercial Use Only,https://ec.europa.eu/eurostat/about/policies/copyright,http://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/communes,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/HRV/ADM2/geoBoundaries-3_0_0-HRV-ADM2-all.zip
CUB-ADM0-3_0_0-G136,CUB,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CUB/ADM0/geoBoundaries-3_0_0-CUB-ADM0-all.zip
CUB-ADM1-3_0_0-G137,CUB,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CUB/ADM1/geoBoundaries-3_0_0-CUB-ADM1-all.zip
CUB-ADM2-3_0_0-G138,CUB,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CUB/ADM2/geoBoundaries-3_0_0-CUB-ADM2-all.zip
CYP-ADM0-3_0_0-G139,CYP,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CYP/ADM0/geoBoundaries-3_0_0-CYP-ADM0-all.zip
CYP-ADM1-3_0_0-G140,CYP,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CYP/ADM1/geoBoundaries-3_0_0-CYP-ADM1-all.zip
CYP-ADM2-3_0_0-G141,CYP,2009.0,ADM2,Wikipedia,Cyprus Department of Land Registry and Geometry,Creative Commons Attribution-ShareAlike 3.0 Unported,,https://commons.wikimedia.org/wiki/File:Population_map_of_Cyprus.jpg,https://commons.wikimedia.org/wiki/File:Population_map_of_Cyprus.jpg,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CYP/ADM2/geoBoundaries-3_0_0-CYP-ADM2-all.zip
CZE-ADM0-3_0_0-G142,CZE,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CZE/ADM0/geoBoundaries-3_0_0-CZE-ADM0-all.zip
CZE-ADM1-3_0_0-G143,CZE,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CZE/ADM1/geoBoundaries-3_0_0-CZE-ADM1-all.zip
CZE-ADM2-3_0_0-G144,CZE,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CZE/ADM2/geoBoundaries-3_0_0-CZE-ADM2-all.zip
CZE-ADM3-3_0_0-G145,CZE,2017.0,ADM3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CZE/ADM3/geoBoundaries-3_0_0-CZE-ADM3-all.zip
CZE-ADM4-3_0_0-G146,CZE,2017.0,ADM4,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CZE/ADM4/geoBoundaries-3_0_0-CZE-ADM4-all.zip
COD-ADM0-3_0_0-G147,COD,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/COD/ADM0/geoBoundaries-3_0_0-COD-ADM0-all.zip
COD-ADM1-3_0_0-G148,COD,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/COD/ADM1/geoBoundaries-3_0_0-COD-ADM1-all.zip
COD-ADM2-3_0_0-G149,COD,2010.0,ADM2,Referential Geographique Commune,,Open Data Commons Open Database License 1.0,ODbL applies to all data on source site,http://www.rgc.cd/index.php?option=com_content&view=article&id=68:resume-de-la-licence-odbl-10&catid=47:licensing&Itemid=76,http://www.rgc.cd/index.php?option=com_content&view=category&layout=blog&id=41&Itemid=183,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/COD/ADM2/geoBoundaries-3_0_0-COD-ADM2-all.zip
COD-ADM3-3_0_0-G150,COD,2010.0,ADM3,Referential Geographique Commune,,Open Data Commons Open Database License 1.0,ODbL applies to all data on source site,http://www.rgc.cd/index.php?option=com_content&view=article&id=68:resume-de-la-licence-odbl-10&catid=47:licensing&Itemid=76,http://www.rgc.cd/index.php?option=com_content&view=category&layout=blog&id=41&Itemid=183,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/COD/ADM3/geoBoundaries-3_0_0-COD-ADM3-all.zip
DNK-ADM0-3_0_0-G151,DNK,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DNK/ADM0/geoBoundaries-3_0_0-DNK-ADM0-all.zip
DNK-ADM1-3_0_0-G152,DNK,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DNK/ADM1/geoBoundaries-3_0_0-DNK-ADM1-all.zip
DNK-ADM2-3_0_0-G153,DNK,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DNK/ADM2/geoBoundaries-3_0_0-DNK-ADM2-all.zip
DJI-ADM0-3_0_0-G154,DJI,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DJI/ADM0/geoBoundaries-3_0_0-DJI-ADM0-all.zip
DJI-ADM1-3_0_0-G155,DJI,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DJI/ADM1/geoBoundaries-3_0_0-DJI-ADM1-all.zip
DJI-ADM2-3_0_0-G156,DJI,2015.0,ADM2,HDX,,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/djibouti-administrative-levels-0-2-boundaries,https://data.humdata.org/dataset/djibouti-administrative-levels-0-2-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DJI/ADM2/geoBoundaries-3_0_0-DJI-ADM2-all.zip
DMA-ADM0-3_0_0-G157,DMA,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DMA/ADM0/geoBoundaries-3_0_0-DMA-ADM0-all.zip
DMA-ADM1-3_0_0-G158,DMA,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DMA/ADM1/geoBoundaries-3_0_0-DMA-ADM1-all.zip
DOM-ADM0-3_0_0-G159,DOM,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DOM/ADM0/geoBoundaries-3_0_0-DOM-ADM0-all.zip
DOM-ADM1-3_0_0-G160,DOM,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DOM/ADM1/geoBoundaries-3_0_0-DOM-ADM1-all.zip
DOM-ADM2-3_0_0-G161,DOM,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/DOM/ADM2/geoBoundaries-3_0_0-DOM-ADM2-all.zip
ECU-ADM0-3_0_0-G162,ECU,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ECU/ADM0/geoBoundaries-3_0_0-ECU-ADM0-all.zip
ECU-ADM1-3_0_0-G163,ECU,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ECU/ADM1/geoBoundaries-3_0_0-ECU-ADM1-all.zip
ECU-ADM2-3_0_0-G164,ECU,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ECU/ADM2/geoBoundaries-3_0_0-ECU-ADM2-all.zip
EGY-ADM0-3_0_0-G165,EGY,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/EGY/ADM0/geoBoundaries-3_0_0-EGY-ADM0-all.zip
EGY-ADM1-3_0_0-G166,EGY,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/EGY/ADM1/geoBoundaries-3_0_0-EGY-ADM1-all.zip
EGY-ADM2-3_0_0-G167,EGY,2017.0,ADM2,OCHA ROSEA/HDX,,Other - Humanitarian,Other - Humanitarian,https://data.humdata.org/dataset/egypt-administrative-boundaries-levels-0-3,https://data.humdata.org/dataset/egypt-administrative-boundaries-levels-0-3,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/EGY/ADM2/geoBoundaries-3_0_0-EGY-ADM2-all.zip
SLV-ADM0-3_0_0-G168,SLV,2015.0,ADM0,Centro Nacional de Registros,,Non-Commercial Use Only,Non-commercial use - Noted at the bottom of the page,https://www.cnr.gob.sv/geoportal-cnr/,http://www.cnr.gob.sv/geoportal-cnr/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SLV/ADM0/geoBoundaries-3_0_0-SLV-ADM0-all.zip
SLV-ADM1-3_0_0-G169,SLV,2015.0,ADM1,Centro Nacional de Registros,,Non-Commercial Use Only,Non-commercial use - Noted at the bottom of the page,https://www.cnr.gob.sv/geoportal-cnr/,http://www.cnr.gob.sv/geoportal-cnr/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SLV/ADM1/geoBoundaries-3_0_0-SLV-ADM1-all.zip
SLV-ADM2-3_0_0-G170,SLV,2015.0,ADM2,Centro Nacional de Registros,,Non-Commercial Use Only,Non-commercial use - Noted at the bottom of the page,https://www.cnr.gob.sv/geoportal-cnr/,http://www.cnr.gob.sv/geoportal-cnr/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SLV/ADM2/geoBoundaries-3_0_0-SLV-ADM2-all.zip
GNQ-ADM0-3_0_0-G171,GNQ,2016.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GNQ/ADM0/geoBoundaries-3_0_0-GNQ-ADM0-all.zip
GNQ-ADM1-3_0_0-G172,GNQ,2016.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GNQ/ADM1/geoBoundaries-3_0_0-GNQ-ADM1-all.zip
GNQ-ADM2-3_0_0-G173,GNQ,2013.0,ADM2,"World Resources Institute, Congo Forest Basin Atlas",,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons BY 4.0 - Noted by CC icon on web page,http://gnq-data.forest-atlas.org/datasets/equatorial-guinea-gis-data-2013,http://gnq-data.forest-atlas.org/datasets/equatorial-guinea-gis-data-2013,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/GNQ/ADM2/geoBoundaries-3_0_0-GNQ-ADM2-all.zip
ERI-ADM0-3_0_0-G174,ERI,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ERI/ADM0/geoBoundaries-3_0_0-ERI-ADM0-all.zip
ERI-ADM1-3_0_0-G175,ERI,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ERI/ADM1/geoBoundaries-3_0_0-ERI-ADM1-all.zip
ERI-ADM2-3_0_0-G176,ERI,2002.0,ADM2,OCHA ROSEA/HDX,2002 World Bank report for number of ADM2 divisions (http://documents.worldbank.org/curated/en/461991468770937666/pdf/297930PAPER000182131587616.pdf),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/eritrea-admin-level-1-boundaries,https://data.humdata.org/dataset/eritrea-admin-level-1-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ERI/ADM2/geoBoundaries-3_0_0-ERI-ADM2-all.zip
EST-ADM0-3_0_0-G177,EST,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/EST/ADM0/geoBoundaries-3_0_0-EST-ADM0-all.zip
EST-ADM1-3_0_0-G178,EST,2016.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/EST/ADM1/geoBoundaries-3_0_0-EST-ADM1-all.zip
EST-ADM2-3_0_0-G179,EST,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/EST/ADM2/geoBoundaries-3_0_0-EST-ADM2-all.zip
EST-ADM3-3_0_0-G180,EST,2018.0,ADM3,Estonia Land Board Geoportal,,Other - Organization Specific,Use not restricted but the reference to the data source (i.e. Estonian Land Board) and validity date (01.02.2018) must be made,https://geoportaal.maaamet.ee/eng/Maps-and-Data/Administrative-and-Settlement-Division-p312.html,https://geoportaal.maaamet.ee/eng/Maps-and-Data/Administrative-and-Settlement-Division-p312.html,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/EST/ADM3/geoBoundaries-3_0_0-EST-ADM3-all.zip
ETH-ADM0-3_0_0-G181,ETH,2016.0,ADM0,Open Africa,Code for Ethiopia,Open Data Commons Open Database License 1.0,http://opendefinition.org/licenses/cc-by/,https://africaopendata.org/dataset/ethiopia-shapefiles,https://africaopendata.org/dataset/ethiopia-shapefiles,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ETH/ADM0/geoBoundaries-3_0_0-ETH-ADM0-all.zip
ETH-ADM1-3_0_0-G182,ETH,2016.0,ADM1,Open Africa,Code for Ethiopia,Open Data Commons Open Database License 1.0,http://opendefinition.org/licenses/cc-by/,https://africaopendata.org/dataset/ethiopia-shapefiles,https://africaopendata.org/dataset/ethiopia-shapefiles,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ETH/ADM1/geoBoundaries-3_0_0-ETH-ADM1-all.zip
ETH-ADM2-3_0_0-G183,ETH,2016.0,ADM2,Open Africa,Code for Ethiopia,Open Data Commons Open Database License 1.0,http://opendefinition.org/licenses/cc-by/,https://africaopendata.org/dataset/ethiopia-shapefiles,https://africaopendata.org/dataset/ethiopia-shapefiles,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ETH/ADM2/geoBoundaries-3_0_0-ETH-ADM2-all.zip
ETH-ADM3-3_0_0-G184,ETH,2016.0,ADM3,Open Africa,Code for Ethiopia,Open Data Commons Open Database License 1.0,http://opendefinition.org/licenses/cc-by/,https://africaopendata.org/dataset/ethiopia-shapefiles,https://africaopendata.org/dataset/ethiopia-shapefiles,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ETH/ADM3/geoBoundaries-3_0_0-ETH-ADM3-all.zip
FJI-ADM0-3_0_0-G185,FJI,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FJI/ADM0/geoBoundaries-3_0_0-FJI-ADM0-all.zip
FJI-ADM1-3_0_0-G186,FJI,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FJI/ADM1/geoBoundaries-3_0_0-FJI-ADM1-all.zip
FJI-ADM2-3_0_0-G187,FJI,2014.0,ADM2,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1195463723642585088/photo/1,http://prism.spc.int/regional-data-and-tools/popgis2,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FJI/ADM2/geoBoundaries-3_0_0-FJI-ADM2-all.zip
FJI-ADM3-3_0_0-G188,FJI,2014.0,ADM3,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1195463723642585088/photo/1,http://prism.spc.int/regional-data-and-tools/popgis2,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FJI/ADM3/geoBoundaries-3_0_0-FJI-ADM3-all.zip
FJI-ADM4-3_0_0-G189,FJI,2014.0,ADM4,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1195463723642585088/photo/1,http://prism.spc.int/regional-data-and-tools/popgis2,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FJI/ADM4/geoBoundaries-3_0_0-FJI-ADM4-all.zip
FIN-ADM0-3_0_0-G190,FIN,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FIN/ADM0/geoBoundaries-3_0_0-FIN-ADM0-all.zip
FIN-ADM1-3_0_0-G191,FIN,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FIN/ADM1/geoBoundaries-3_0_0-FIN-ADM1-all.zip
FIN-ADM2-3_0_0-G192,FIN,2016.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FIN/ADM2/geoBoundaries-3_0_0-FIN-ADM2-all.zip
FIN-ADM3-3_0_0-G193,FIN,2017.0,ADM3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FIN/ADM3/geoBoundaries-3_0_0-FIN-ADM3-all.zip
FRA-ADM0-3_0_0-G194,FRA,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FRA/ADM0/geoBoundaries-3_0_0-FRA-ADM0-all.zip
FRA-ADM1-3_0_0-G195,FRA,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FRA/ADM1/geoBoundaries-3_0_0-FRA-ADM1-all.zip
FRA-ADM2-3_0_0-G196,FRA,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FRA/ADM2/geoBoundaries-3_0_0-FRA-ADM2-all.zip
FRA-ADM3-3_0_0-G197,FRA,2017.0,ADM3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FRA/ADM3/geoBoundaries-3_0_0-FRA-ADM3-all.zip
FRA-ADM4-3_0_0-G198,FRA,2015.0,ADM4,OpenStreetMap,Data.gouv.fr (http://data.gouv.fr),Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.data.gouv.fr/en/datasets/contours-osm-des-cantons-electoraux-departementaux-2015/,https://www.data.gouv.fr/en/datasets/contours-osm-des-cantons-electoraux-departementaux-2015/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FRA/ADM4/geoBoundaries-3_0_0-FRA-ADM4-all.zip
